rna	k9ac	k36ac
ERMP1	1.82139	3.19257	0.11952
ERN1	0.654853	1.08449	-0.25434
ERO1L	0.83656	3.04211	0.547306
ERO1LB	0.485022	5.13811	-1.61367
ERRFI1	1.56723	5.61486	-0.0660158
ERVH48-1	0.613247	0.200892	-2.807
ERVK13-1	-0.43834	2.78688	-2.64055
ERVK3-1	0.00826221	7.19833	-0.39488
ESCO1	1.50751	9.579	0.991318
ESD	-0.706046	4.47275	1.28457
ESF1	-0.928631	-0.0357388	0.126452
ESR1	1.43786	7.16297	1.98174
ESR2	-0.523732	0.136637	0.206062
ESRRA	1.82772	0.944662	-1.16013
ESRRAP1	-0.735812	-1.80028	-0.416682
ESRRB	-0.296294	-0.614236	-0.356785
ESRRG	0.309979	9.44192	0.4535
ESYT1	-0.24249	1.69271	-3.97087
ESYT2	0.410872	4.89748	0.130469
ESYT3	-0.0566406	1.64852	0.117329
ETAA1	-0.97854	2.99411	1.46775
ETF1	0.817605	10.7518	3.03293
ETF1P2	0.862361	5.15043	0.0359445
ETF1P3	1.15818	0.0362286	1.31796
ETFA	-0.342275	4.34574	-1.1529
ETFB	-0.0313492	0.367009	-1.19998
ETFDH	0.41488	0.0651006	0.328231
ETHE1	-1.13877	0.0266523	-0.560199
ETNK1	0.44439	1.43066	2.04554
ETNPPL	-0.258682	1.3608	0.926926
ETS1	7.55797	2.10867	0.909083
ETS2	2.72743	3.30718	1.1728
ETV1	-0.140007	1.76676	-0.229054
ETV3	1.59222	3.77112	0.43564
ETV5	-0.208518	6.08175	-0.983723
ETV6	0.0923501	6.32148	0.23559
EVA1C	-0.121091	1.71854	0.025394
EVC	0.105501	-1.79972	-2.64011
EVI5	-0.442322	3.49257	0.0695017
EVI5L	-0.148187	-0.314962	-6.74792
EVL	-0.292751	-0.874846	-1.63806
EWSR1	0.350265	6.41248	-2.22494
EXD2	0.595926	1.24168	0.0302308
EXD3	-0.20661	-1.48319	-3.22841
EXOC1	-1.48566	1.30318	0.197653
EXOC2	0.440965	0.844844	-1.21709
EXOC3	0.436724	-0.619937	-3.42305
EXOC3L1	-2.96579	-0.263825	-0.945447
EXOC4	-0.0535574	2.10628	0.298057
EXOC5	2.14165	1.57903	-1.3047
EXOC5P1	0.142702	-0.191244	-0.211936
EXOC6	0.245188	9.38267	0.0590792
EXOC6B	0.761936	1.43077	0.189062
EXOC7	-0.344651	0.493948	-1.92388
EXOG	-0.739223	3.4473	-0.0552923
EXOSC10	-2.04751	0.185564	-2.48316
EXOSC2	-0.148818	4.02379	-1.31505
EXOSC3	1.51774	3.137	0.173054
EXOSC6	-0.10867	0.788398	-2.2563
EXOSC7	-0.0835262	3.58386	0.118685
EXOSC8	-1.83542	0.303497	-0.398097
EXOSC9	-0.757819	6.24027	-0.329641
EXT1	-0.168427	4.90782	-0.897565
EXT2	1.3772	4.14157	-0.909841
EXTL1	0.502468	3.18044	-0.175946
EXTL3	0.25972	4.36084	-0.0995737
EYA1	0.0476985	2.96149	1.69367
EYA2	-0.543504	-1.46817	-0.378737
EYA3	0.163992	9.50769	-0.0404723
EYA4	0.804216	10.6238	3.81085
EZH1	-0.469179	2.58437	-0.176874
EZH2	0.72511	2.15409	-0.866462
EZR	1.67599	0.487932	-0.00543649
F10	-0.360518	-1.38175	-0.366766
F11R	1.61556	0.62713	-1.066
F13A1	0.792087	-0.768269	0.0495382
F3	0.050757	0.784912	1.20691
F8	1.3133	2.46252	0.395914
FAAH	-1.45334	0.439435	-1.9017
FABP3	-0.0557225	11.283	3.214
FABP3P2	-0.930207	-0.0583668	0.763881
FABP4	-1.92385	1.67352	0.720452
FABP7	-1.22407	0.108341	0.924528
FADD	0.123976	0.289739	-0.997395
FADS1	-0.0256161	-0.0542629	-2.35677
FADS2	1.11416	-0.616875	-1.17808
FADS3	0.63579	0.970721	-2.43377
FAF1	-0.242826	1.40425	0.949719
FAF2	0.0899456	7.50401	0.084229
FAH	-0.592381	3.62543	-1.36111
FAHD2A	-0.399815	1.82152	-1.61812
FAHD2CP	-0.0199313	4.26095	-0.23701
FAIM	0.587221	1.07632	-0.83182
FAIM2	-0.0150818	-0.384061	-2.37758
FAM101A	-0.0111234	1.09023	-3.19266
FAM101B	0.521088	0.911456	-0.974648
FAM102A	-1.14818	1.65009	-0.80584
FAM102B	0.332573	0.73956	0.0195967
FAM103A2P	-0.134997	-0.190537	0.0640572
FAM104A	0.704206	5.13312	0.502088
FAM104B	0.415877	5.07433	0.581952
FAM107A	1.1423	0.797645	-1.38452
FAM107B	0.664585	-0.0622588	-0.164307
FAM109A	-0.59722	-0.724021	-1.44341
FAM110A	0.240537	3.17854	-1.16351
FAM110B	-0.00923981	5.36021	2.31816
FAM110D	-0.126386	2.601	-1.53042
FAM111A	0.227018	0.331954	-0.0906294
FAM114A1	0.260664	-0.605202	-0.677664
FAM114A2	0.608905	2.01727	0.613212
FAM115A	0.139158	4.20321	-2.26896
FAM117A	0.124325	1.02008	-0.651435
FAM117B	-0.308173	4.57751	-0.0686317
FAM118A	0.574635	11.0168	2.43437
FAM118B	-0.212136	1.77058	-0.0899225
FAM120A	0.665356	0.301332	-0.716711
FAM120AOS	-0.229583	0.444665	0.0362628
FAM120B	0.309737	1.06577	0.0559575
FAM120C	-0.207353	3.46195	-0.301655
FAM122A	-0.859898	5.0535	-0.127202
FAM122B	-0.183025	0.262848	-0.363682
FAM122C	0.0256447	2.05938	0.995245
FAM124A	0.378893	0.24211	-0.132593
FAM126A	2.18483	3.32805	-0.571651
FAM126B	1.0878	1.42274	-0.634862
FAM127A	-1.11167	1.47349	-0.0871544
FAM127B	-0.840198	1.16617	0.3267
FAM127C	-0.941298	2.91116	0.366984
FAM129A	1.43879	6.92584	0.615163
FAM129B	0.500447	0.33513	-1.93816
FAM131A	-0.10887	3.31001	-0.363414
FAM131B	-0.152801	-1.37005	-0.419468
FAM132B	0.412349	0.213769	-4.87314
FAM133B	-0.823855	5.24515	-1.79131
FAM134A	0.551121	0.683302	-0.0305783
FAM134B	-0.614408	22.2322	0.757034
FAM134C	-1.86568	2.50991	-0.637064
FAM135A	0.370315	2.03009	-0.529845
FAM136A	-3.35495	0.441732	-1.87895
FAM13A	-0.0367579	9.40894	0.0762449
FAM13A-AS1	-0.0221965	0.329858	0.0815865
FAM13B	0.739829	0.729207	0.14499
FAM13C	0.0381583	6.14938	0.800115
FAM149A	0.654445	0.929002	-1.01835
FAM149B1	0.0200702	1.05949	-0.807561
FAM149B1P1	-0.23592	-2.19953	1.09731
FAM151A	0.839322	-1.21143	-0.40942
FAM160A1	5.3285	1.46655	1.77179
FAM160A2	-0.311558	0.580134	-2.85923
FAM160B1	0.666275	2.88948	0.228065
FAM160B2	0.287801	1.141	-2.16872
FAM161A	-0.0700935	1.52289	-0.0646584
FAM162A	-1.64723	0.954836	0.581534
FAM162B	-0.617832	0.871125	0.174991
FAM166B	-1.92996	5.50657	-0.0939618
FAM168A	0.748334	7.89467	0.208105
FAM168B	0.696805	7.19968	0.938783
FAM171A1	-0.455536	0.795092	-0.0858153
FAM171B	0.505259	0.859945	-0.255803
FAM172A	0.0707194	4.66357	0.0984647
FAM173A	-0.286319	0.440409	-0.0193738
FAM174A	0.0445678	0.593381	0.24743
FAM174B	-0.790229	1.27747	-0.149913
FAM175A	1.02225	5.12907	-0.188379
FAM175B	0.0954965	2.8946	-0.852233
FAM177A1	-0.00193273	4.75145	0.514118
FAM178A	-0.426095	1.58233	-0.00230624
FAM179A	-0.242976	2.06913	-0.137873
FAM179B	1.31091	2.02645	0.0568153
FAM181A	0.865865	-0.917948	-0.80136
FAM181A-AS1	0.761082	0.504396	-0.737259
FAM184A	-0.866216	0.703674	0.168088
FAM184B	-0.144297	1.24344	-0.186464
FAM185A	0.777184	6.00488	0.217578
FAM186A	-0.358577	-0.0687515	-0.929003
FAM186B	0.214023	0.410532	-2.05227
FAM188A	-0.0510329	6.89973	0.178594
FAM189A2	-2.77595	6.48271	0.23915
FAM189B	-0.0511704	0.413965	-1.6037
FAM192A	-0.707754	1.03338	-0.962457
FAM193A	-0.815891	0.581761	-2.09058
FAM193B	-3.28291	6.66755	-2.14329
FAM195B	-0.0427602	0.811653	-1.91034
FAM198A	-1.13542	0.412688	-3.09423
FAM198B	0.0682718	0.582863	0.726653
FAM199X	1.43478	1.80054	-1.54011
FAM200A	-0.337481	3.41232	0.600369
FAM200B	-0.258332	1.16649	0.397329
FAM204A	-0.628353	4.81362	0.0276786
FAM207A	-0.497079	0.0887381	-3.10567
FAM208A	0.0500595	3.32424	-0.697115
FAM208B	1.57959	6.5264	-0.710569
FAM20A	-0.29226	0.0244835	-1.14489
FAM20B	0.177512	2.57981	0.467673
FAM20C	-0.0449995	0.608214	-4.67567
FAM210A	-0.615587	1.16733	-0.488065
FAM210B	-0.752514	2.28406	0.0970602
FAM212B	-0.132268	1.954	0.108635
FAM213A	-0.142982	2.05952	-0.0834031
FAM213B	-1.5892	0.48482	-1.28252
FAM214A	0.210987	7.47861	1.60282
FAM214B	-0.000910358	4.15217	-1.0378
FAM216A	0.0660923	0.661638	-0.711686
FAM217B	-0.581056	3.58283	0.678571
FAM219B	-0.0981442	3.6216	-1.28843
FAM21A	-0.0439247	-0.694981	0.0805818
FAM21C	-1.19968	0.767713	-0.138245
FAM220A	-0.674681	3.39638	-0.20571
FAM221A	0.202762	-0.029893	-0.653436
FAM222A	0.147476	1.68535	-2.86047
FAM222B	-0.0787623	6.666	-0.216016
FAM227B	-0.025223	0.365115	0.606223
FAM228B	-0.623232	-0.0342136	0.133176
FAM229A	0.0831282	0.329305	-1.86054
FAM32A	-0.673182	1.50873	-0.308472
FAM35A	0.445193	0.237124	-0.173465
FAM3A	-0.630365	2.00818	-1.11257
FAM3C	0.716453	0.297172	0.269871
FAM3C2	-0.0131549	-0.0384665	0.197087
FAM43A	0.132645	1.92203	-0.30733
FAM43B	0.326786	-0.0340356	-0.656198
FAM45A	0.0815798	1.95479	-0.154939
FAM45B	0.151897	-0.182423	0.576553
FAM46A	4.93188	7.14235	0.750263
FAM46B	-0.101823	0.605258	-0.0545858
FAM47E	0.404211	2.73132	2.46482
FAM47E-STBD1	0.0981057	7.62617	1.84079
FAM49A	0.0811515	5.14285	0.174644
FAM49B	0.0740504	0.862147	0.165563
FAM50A	-0.277979	2.1906	-2.20601
FAM50B	0.305858	1.91473	0.535259
FAM53A	0.269303	-1.07703	-3.36249
FAM53B	-0.0428222	3.78994	0.0509705
FAM53C	3.34266	0.85488	-0.388073
FAM57A	0.135853	1.11668	-0.314404
FAM57B	-0.952143	-0.212688	-4.44006
FAM58A	-0.294385	0.269585	-0.0359866
FAM63A	0.330719	4.18301	-1.45692
FAM63B	0.318171	0.178664	0.282912
FAM65A	2.9553	1.87711	-3.32965
FAM65B	-0.489855	1.37433	0.0459643
FAM65C	-0.882729	1.11033	-2.2744
FAM69A	-0.390731	5.45228	-0.00340188
FAM69B	-0.561314	-0.344839	-13.436
FAM71E1	-0.00528511	0.894899	-0.829983
FAM71F2	0.448234	-0.363728	-0.00916518
FAM73A	1.29297	0.474876	-0.0413233
FAM73B	0.203863	1.40848	-5.97675
FAM76A	0.155448	2.39073	-0.434322
FAM76B	0.208457	2.08364	0.996692
FAM78A	0.121109	9.32791	0.848213
FAM78B	0.183649	0.715075	-1.11959
FAM83B	-0.248303	0.620468	-0.747168
FAM83G	-0.0370817	-0.0281746	-1.03207
FAM84A	-0.0325321	1.39013	-3.52825
FAM84B	-0.971792	0.160539	0.0433262
FAM86A	0.0506107	-0.209329	0.140608
FAM86B3P	-0.972987	0.141895	-1.36053
FAM89A	0.59167	0.127407	-0.941102
FAM8A1	0.159197	5.82898	-0.0199164
FAM91A1	0.682958	8.35001	-1.60793
FAM92A1	-0.282419	1.49508	-0.598959
FAM92A1P1	-0.0260575	-0.555002	-0.312687
FAM96A	-0.271776	1.97114	0.0474943
FAM96AP2	0.163502	1.1828	-0.254937
FAM98A	0.560248	5.43062	0.231916
FAM98B	0.613516	3.00449	2.31516
FAM98C	0.100415	1.78051	-1.71873
FAN1	1.17594	4.28843	-1.49146
FANCC	-0.915446	2.9355	0.131791
FANCE	0.309213	3.9257	-0.735094
FANCF	0.243062	-0.34395	0.0372572
FANCG	-1.60328	4.78676	-1.7196
FANCI	-1.00121	1.93726	-0.328522
FANCL	-1.39115	0.162349	0.0034425
FANCM	2.19207	3.18987	0.625798
FAP	0.570521	-0.0754683	0.468655
FAR1	-0.717899	2.488	-0.989597
FAR2	0.509413	0.478115	1.0833
FARP1	1.03324	1.36271	-0.503859
FARP2	1.49276	0.754897	-3.47113
FARS2	0.000812717	0.456491	0.0715419
FARSA	-0.210898	1.54721	-1.51853
FARSB	-0.0998844	4.19395	-0.0794738
FAS	-0.161479	0.870712	-0.218633
FASN	-0.163029	-0.336704	-5.10609
FASTK	-0.423898	2.27111	-3.10538
FASTKD1	0.477592	3.96157	-0.467467
FASTKD2	0.105384	1.17103	-1.7988
FASTKD3	-1.10459	1.51566	-0.882246
FAT1	-0.00140201	0.474242	-0.101206
FAT2	-0.069722	-1.74449	-1.12986
FAT4	0.0683556	3.57121	0.160215
FAUP1	-1.25464	-2.57975	-0.402177
FAXDC2	-1.51471	1.61727	-0.217501
FBF1	-0.381057	-1.92883	-2.09727
FBL	0.720187	3.69	-0.181345
FBLIM1	0.568514	-0.155637	-4.67343
FBLN1	-0.309217	0.114404	-1.70859
FBLN2	2.06392	-2.09331	-4.10469
FBLN5	0.258556	0.0776804	-0.873602
FBLN7	0.294364	-0.796598	-3.11614
FBN1	0.785423	-0.497348	0.701057
FBN3	-0.175447	-3.98758	-8.42556
FBP2	-1.25554	2.74515	-0.498672
FBRS	0.712105	2.42811	-2.15667
FBRSL1	0.154033	0.522465	-7.88277
FBXL12	-0.472939	0.176838	-0.28379
FBXL14	2.83337	4.20624	-1.35504
FBXL17	0.950569	5.00867	1.01811
FBXL18	-0.139398	1.70714	-2.21874
FBXL19	-0.72603	0.444606	-1.1011
FBXL2	-0.0733821	0.466598	-0.9252
FBXL20	-0.645212	0.403189	-0.0680174
FBXL3	1.24288	3.04352	-0.838163
FBXL4	0.725004	2.42356	1.55544
FBXL5	1.0064	5.13987	-0.246987
FBXL7	0.257495	-0.269955	-0.0881407
FBXO10	-0.328343	3.28104	-0.232829
FBXO11	1.61809	2.18435	-1.12721
FBXO17	-0.0450996	0.200792	-3.2539
FBXO18	-0.374553	1.06172	-2.05941
FBXO21	-0.10687	1.8429	-0.723058
FBXO22	-1.11868	2.59433	0.723059
FBXO25	-0.680342	1.27348	-0.151625
FBXO28	0.632473	4.54041	0.0109494
FBXO3	-0.0561803	6.98914	2.96208
FBXO31	-0.142203	1.84022	-0.98251
FBXO32	0.427377	15.6036	0.334094
FBXO33	0.574695	5.6538	0.108866
FBXO34	1.7413	5.04496	0.560205
FBXO38	0.437256	3.41842	0.843442
FBXO4	-0.0201081	3.0425	1.49088
FBXO40	0.987576	12.5954	3.06811
FBXO42	0.0938371	2.84061	-0.842925
FBXO44	-0.47484	-0.0134351	-1.67538
FBXO46	-1.4064	-0.0372826	-4.13553
FBXO5	0.456684	1.32108	0.818447
FBXO6	-2.00179	0.388917	-3.07968
FBXO7	0.281605	5.32332	0.42264
FBXO8	0.0541454	2.03643	-0.188978
FBXO9	-1.11108	2.61522	0.339451
FBXW11	0.267955	7.23396	0.220351
FBXW11P1	-0.988555	-0.678537	0.201808
FBXW2	0.547392	0.189486	-1.17575
FBXW4	0.272836	1.86287	-2.56756
FBXW4P1	0.368926	-0.874085	-0.447873
FBXW5	0.516485	1.2451	1.04521
FBXW7	0.271617	14.431	0.610683
FBXW8	0.045921	1.81864	-2.15033
FBXW9	-0.127061	0.680845	-2.22279
FCF1	0.43804	0.326035	-0.489565
FCF1P2	-0.457384	-0.0279719	-0.707943
FCGR2C	2.0414	-0.352816	0.345282
FCGRT	-0.217572	3.42271	-1.65791
FCHO2	0.136388	0.582578	0.0222553
FCHSD1	-0.0223307	-0.229259	-1.33379
FCHSD2	1.07247	2.46277	1.40092
FDFT1	-0.753078	9.70748	-0.459814
FDPS	-0.472001	4.85302	-0.144755
FDX1	-0.226356	3.16304	0.276396
FDXR	0.509242	0.773454	-1.09449
FECH	0.720515	2.27833	-0.783567
FEM1B	1.08772	5.37916	0.312927
FEM1C	8.06261	7.84073	-0.298129
FEN1	-2.05895	3.14186	-0.583489
FER	0.340066	4.86904	1.75364
FER1L4	-1.03552	-0.643534	-1.37392
FERMT2	2.12109	6.11222	-0.783637
FERMT3	-0.621935	0.0410723	-3.6662
FES	3.14415	0.24069	-4.44128
FEZ1	0.280018	0.235728	0.412298
FEZ2	0.0825913	5.58044	1.32632
FGD1	-0.318388	0.915577	0.325272
FGD2	0.679451	-0.530154	-1.55214
FGD3	-2.9336	-1.19853	-2.0657
FGD4	2.43503	7.86625	0.0341911
FGD5	0.45459	-0.0862132	-0.143683
FGD6	0.861339	2.323	0.0739599
FGF1	-0.096412	1.80892	0.0155334
FGF12	0.660647	-0.908151	0.0733234
FGF13	-0.0605003	7.52056	1.22035
FGF6	1.25022	2.54474	0.683019
FGF7	-0.144846	2.63499	0.643696
FGF9	0.517165	1.7577	-2.33009
FGFR1	0.527337	2.84897	-2.19313
FGFR1OP	-0.0790922	0.887193	0.0778092
FGFR1OP2	0.0358727	0.675777	-0.160628
FGFR4	-0.199274	-0.386657	-5.26496
FGFRL1	0.259406	1.18155	-1.96365
FGGY	-0.27648	5.82376	3.83642
FGL2	0.317201	2.1648	0.786085
FGR	0.335078	0.188086	-0.552079
FH	-0.469542	7.59995	-0.984932
FHIT	0.0111697	2.4795	1.65826
FHL1	-0.143492	16.9788	0.38672
FHL2	1.26621	13.0319	2.597
FHL3	-0.417533	10.2543	2.1747
FHL5	1.042	0.542063	0.15508
FHOD1	-0.998877	0.927461	-2.4313
FHOD3	1.02381	1.52833	-0.479045
FHP1	-0.341449	-0.143047	-0.306296
FIBIN	1.73778	2.74189	-0.722918
FIBP	-0.79955	1.11923	-1.39299
FICD	-0.049134	2.07724	-0.0766283
FIG4	0.733307	1.74093	0.182295
FIGF	-1.19184	4.03282	-0.0975389
FIGN	-0.499496	3.7711	0.106299
FIGNL1	-1.07435	2.50877	-0.211819
FILIP1	1.37182	16.2869	2.37219
FILIP1L	1.42914	8.18221	-0.348104
FIP1L1	-0.581853	4.2581	0.136579
FIS1	-1.07259	7.68107	-1.66437
FITM1	-1.2419	2.87165	2.62091
FITM2	0.239844	2.00115	0.0668194
FIZ1	0.435092	-0.148757	1.80348
FKBP10	-0.177852	-0.191929	-2.64922
FKBP11	1.09148	0.134896	-0.102426
FKBP15	-0.206692	0.104149	-0.299323
FKBP1A	-0.689105	4.16421	0.398718
FKBP1C	-0.179	-0.545528	-0.0138043
FKBP2	-0.113488	3.36779	0.494264
FKBP3	-0.925084	4.30289	-0.182686
FKBP4	4.5869	0.697771	-0.231836
FKBP4P6	0.590858	-1.69241	-0.193519
FKBP5	6.02324	10.8172	15.6687
FKBP7	0.764755	0.466461	0.192703
FKBP8	-0.0393531	0.627976	-1.0447
FKBP9	0.110285	1.71011	0.374462
FKBPL	0.396523	-0.156336	0.226143
FKRP	-0.0922612	0.133751	0.334508
FKTN	-0.152428	0.00837435	-0.49327
FLAD1	-0.519781	3.76409	-2.21582
FLCN	-0.679143	0.328957	-4.04636
FLI1	0.183797	-0.0152268	-1.5381
FLII	0.713692	0.862901	-4.01007
FLJ31306	-0.388577	0.444095	0.202294
FLJ41941	-0.91319	6.07949	2.23076
FLNA	0.869214	0.273292	-2.38774
FLNB	5.20826	-0.213646	-1.53203
FLNC	3.72717	6.84462	0.739741
FLOT2	0.0848795	-1.03794	-5.71212
FLRT1	0.414397	0.845498	-3.1273
FLRT2	-0.0148602	0.0615994	0.073208
FLRT3	0.329079	5.55209	0.268208
FLT1	7.38942	-0.930356	-1.45835
FLT4	0.389614	-3.48376	-4.43613
FLVCR1	0.131886	0.456208	0.747234
FLVCR2	0.121624	-0.386707	0.594499
FLYWCH1	-1.55389	2.26378	-2.62647
FLYWCH2	0.0451781	2.026	-0.787569
FMN1	0.599694	0.164995	1.81457
FMNL1	-0.174383	0.145005	-1.68332
FMNL2	-1.64315	7.46565	0.713719
FMNL3	1.92457	1.18102	-0.0372848
FMO2	0.571502	0.538578	0.0387665
FMO3	1.43196	-0.25859	-0.603632
FMO5	0.798177	0.632191	1.19187
FMOD	0.835866	-0.054889	0.363745
FMR1	0.24678	0.205173	-0.366536
FN1	1.37472	-0.37308	0.745142
FN3K	-1.0575	1.58272	0.383689
FN3KRP	0.386941	-0.32716	-2.56865
FNBP1	-0.3872	0.916364	-0.770788
FNBP1L	0.756967	6.25178	0.875566
FNBP1P1	-0.238058	0.258167	0.600558
FNBP4	-1.28307	3.22956	-1.16292
FNDC1	0.0569293	-0.853761	0.923108
FNDC3A	2.53586	7.69262	0.183961
FNDC3B	2.26862	7.97618	1.49007
FNDC5	-0.391917	3.54545	-1.62843
FNIP2	1.96613	6.3315	2.22976
FNTA	-0.979385	2.4851	-0.58821
FNTAL1	-0.0240369	0.00548961	0.0680702
FNTB	0.201065	5.50545	0.381316
FOCAD	0.179185	1.62177	2.16791
FOLR2	0.281896	0.285697	0.468683
FOPNL	-0.990762	2.00494	-0.380097
FOS	3.96599	11.9282	1.72818
FOSB	2.80344	4.6871	0.321876
FOSL1	4.79048	0.899358	-0.76785
FOSL2	17.5825	4.40559	1.36453
FOXC1	1.58137	0.43078	-4.3298
FOXJ2	2.16795	3.85114	-0.635076
FOXJ3	-0.020102	9.13098	-0.714568
FOXK1	0.276782	2.58247	-0.388529
FOXK2	2.21568	2.02486	-2.539
FOXN2	1.65745	6.85388	1.10173
FOXN3	2.63342	7.88636	0.789225
FOXO1	4.91065	3.58434	0.210293
FOXO3	5.52525	12.2314	3.90622
FOXO4	1.46867	2.83431	0.35052
FOXO6	-0.260947	1.7106	-2.37793
FOXP1	0.0558211	4.85927	0.131221
FOXP2	1.20101	12.7701	4.06587
FOXP4	0.785808	0.471673	-2.42466
FOXRED1	-1.43902	0.30509	-1.95844
FOXRED2	0.591586	-0.537855	-2.61892
FPGS	-1.10369	2.40389	-2.11831
FRA10AC1	0.179996	7.92184	0.26718
FRAS1	0.189821	1.53349	0.0845424
FRAT1	0.0305118	2.05158	0.684701
FREM1	-0.560934	1.43818	0.96673
FREM2	0.655014	1.65958	-0.00804569
FRG1	-0.655136	-0.936466	-0.76447
FRG1B	0.0521327	1.50856	0.0900292
FRK	1.60317	10.8922	2.014
FRMD3	0.605003	3.97113	0.148799
FRMD4A	0.16041	-0.643158	-0.599608
FRMD4B	-0.342812	1.13744	-0.0969588
FRMD6	1.31211	1.87379	0.219635
FRMD8	2.14348	1.85144	-1.49077
FRMPD1	-0.055724	0.956481	-0.296854
FRMPD4	0.0950416	0.218297	0.404315
FRRS1	0.883505	1.74809	0.0947865
FRS2	0.435757	6.34834	0.218947
FRS3	-0.0683959	1.1866	-0.974241
FRY	0.558775	7.25702	0.512505
FRYL	0.463514	7.17027	0.2561
FRZB	-0.385099	0.988882	0.0159438
FSCN1	0.0864743	-0.358927	-4.82219
FSD1L	0.666513	8.38384	0.956433
FSD2	0.105713	17.2899	0.77621
FSIP2	-1.32578	0.240887	0.977428
FST	-0.697308	3.67346	-0.273657
FSTL1	2.135	0.207996	0.133811
FSTL3	1.093	0.173705	-3.13067
FTCDNL1	0.561943	2.40729	0.775836
FTH1P7	-0.663916	-1.04847	0.0786549
FTLP2	-0.823089	0.741046	0.0733988
FTLP3	-0.214933	-0.6961	0.332513
FTO	0.128574	0.635529	-0.0648483
FTSJ1	-0.211918	1.2539	-1.00594
FTSJ2	-0.939911	-0.270331	-0.0880035
FTSJ3	-0.040929	0.861797	-0.834863
FUBP1	-0.117037	1.89337	-0.24857
FUBP3	0.314329	1.84897	-4.25991
FUCA1	-0.105866	2.91816	-0.137428
FUCA2	0.0132217	2.8395	-0.232504
FUK	-0.60472	2.50079	-0.350932
FUNDC1	-0.569512	2.29674	-0.721138
FUNDC2	-0.299396	4.31639	-0.274927
FUNDC2P2	-0.541984	-1.69896	-0.404947
FUNDC2P4	-0.699244	-0.134267	0.0284905
FURIN	1.49362	1.15527	-1.08884
FUS	-0.101866	5.34581	-1.02605
FUT1	5.29253	1.38492	-0.0572318
FUT10	-0.107445	1.65664	-1.71634
FUT8	0.0746036	1.14533	-0.414894
FUZ	-0.0154228	4.17423	0.319486
FXN	-0.106557	0.654306	-0.273088
FXR1	0.0188486	16.6494	-0.916402
FXR2	0.355273	1.67552	-3.43748
FXYD5	-1.12627	-0.365863	-0.384909
FXYD6	0.359913	0.253766	-1.40976
FYB	-0.335262	1.0049	-0.0940746
FYCO1	2.21266	9.47022	1.63757
FYN	-0.0886012	1.87329	-0.515945
FYTTD1	1.29364	1.46694	-0.735655
FZD1	-0.655355	1.56652	-1.08455
FZD10-AS1	-0.066666	0.575783	-1.04429
FZD3	0.258583	2.71664	0.64367
FZD5	-0.0550042	2.01312	-2.31662
FZD6	-0.0121294	0.0383007	1.3105
FZD7	1.99277	8.39834	-0.681474
FZD8	-0.0640726	1.7336	1.05985
FZD9	-0.612692	1.2261	-3.76932
FZR1	0.0433904	0.499758	-6.35812
G2E3	0.391195	3.81607	0.102636
G3BP2	6.47408	11.9707	0.464798
G6PC3	-0.100286	4.59806	-0.684941
G6PD	-2.92203	0.647584	-1.25833
GAA	-0.534396	0.679158	-4.01437
GAB1	0.717268	11.8953	1.59586
GAB2	0.929192	3.28169	0.000434308
GAB3	-0.202501	0.479625	0.976622
GABARAPL1	4.18662	-0.631607	1.14695
GABARAPL2	-0.283619	2.69433	-0.682019
GABBR1	-0.774171	-0.188531	-1.00822
GABPB1	0.146593	-0.552197	-0.664796
GABPB2	-0.31109	1.06404	0.267192
GABRE	0.18853	-0.728614	-0.0870172
GADD45A	-0.092904	2.53473	-0.358807
GADD45B	7.91329	3.10182	-0.16327
GADD45G	0.477663	2.63533	0.4026
GADD45GIP1	-1.50224	2.54245	0.394573
GADL1	0.0376867	3.15058	-0.117998
GAK	-2.44228	-1.50873	-13.3375
GAL3ST4	-2.04465	0.495863	-0.966293
GALC	0.182613	1.6553	0.694844
GALE	0.131295	1.72634	-1.64097
GALK1	-0.812393	0.317849	-2.04799
GALK2	-0.0492346	1.56207	-0.0621846
GALM	0.420155	3.145	-0.729426
GALNS	-0.240788	-2.76107	-5.50461
GALNT1	1.76894	3.6067	-0.349167
GALNT10	-0.126828	1.2588	-0.0522557
GALNT11	-0.147446	1.82739	-0.20159
GALNT15	-0.0620985	1.38099	-0.332253
GALNT16	0.119672	-0.0934934	-1.88537
GALNT18	-0.659177	2.62545	-0.859575
GALNT2	0.0160529	3.73142	-0.853897
GALNT7	0.0660862	0.27296	-0.0125315
GAMT	-0.483365	0.30155	0.101179
GAN	0.629399	1.97479	-0.725457
GANAB	-0.325804	1.32161	-3.02859
GANC	-0.850877	2.42348	1.14015
GAPDHP2	-0.451301	-0.670425	-0.0228474
GAPDHP38	-0.0337991	-0.629504	0.223116
GAPDHP40	-0.511029	-0.105869	-1.53846
GAPDHP44	-0.244525	-0.286023	-0.89122
GAPDHP46	-0.0270967	-0.877496	1.18338
GAPDHP60	-0.357171	0.114901	0.130335
GAPDHP61	0.0113497	1.43139	0.123784
GAPDHP63	0.109022	-0.443871	0.821848
GAPDHP65	-0.711101	-0.401585	-0.332793
GAPDHP68	-0.509232	-0.654857	-0.0418404
GAPDHP70	-0.198571	-0.825637	-0.107188
GAPDHP72	-0.310404	-0.693816	0.0595367
GAPVD1	0.376002	0.622902	-3.14729
GAREM	-0.129723	9.17626	-0.00541273
GAREML	1.88112	-0.150042	-4.99512
GARNL3	-0.786974	1.99702	0.507103
